ReadID,PartialType
1934_Z2SFTS_1,partial_P5
1935_Z2SFTS_1,partial_P7
1936_Z2SFTS_1,partial_P5
1938_Z2SFTS_1,partial_P5
1939_Z2SFTS_1,partial_P5
1940_Z2SFTS_1,partial_P7
1943_Z2SFTS_1,partial_P5
1944_Z2SFTS_1,partial_P5
1945_Z2SFTS_1,partial_P5
1946_Z2SFTS_1,partial_P7
1948_Z2SFTS_1,partial_P5
1949_Z2SFTS_1,partial_P5
1951_Z2SFTS_1,partial_P5
1952_Z2SFTS_1,partial_P5
1953_Z2SFTS_1,partial_P5
1954_Z2SFTS_1,partial_P5
1955_Z2SFTS_1,partial_P5
1956_Z2SFTS_1,partial_P7
1958_Z2SFTS_1,partial_P5
1959_Z2SFTS_1,partial_P5
1960_Z2SFTS_1,partial_P5
1961_Z2SFTS_1,partial_P5
1962_Z2SFTS_1,partial_P7
1963_Z2SFTS_1,partial_P5
1964_Z2SFTS_1,partial_P5
1965_Z2SFTS_1,partial_P5
1966_Z2SFTS_1,partial_P7
1967_Z2SFTS_1,partial_P5
1968_Z2SFTS_1,partial_P5
1969_Z2SFTS_1,partial_P5
1970_Z2SFTS_1,partial_P7
1971_Z2SFTS_1,partial_P5
1972_Z2SFTS_1,partial_P7
1973_Z2SFTS_1,partial_P5
1974_Z2SFTS_1,partial_P7
1975_Z2SFTS_1,partial_P5
1976_Z2SFTS_1,partial_P5
1977_Z2SFTS_1,partial_P7
1978_Z2SFTS_1,partial_P5
1979_Z2SFTS_1,partial_P7
1980_Z2SFTS_1,partial_P5
1981_Z2SFTS_1,partial_P5
1982_Z2SFTS_1,partial_P5
1983_Z2SFTS_1,partial_P5
1984_Z2SFTS_1,partial_P7
1985_Z2SFTS_1,partial_P5
1986_Z2SFTS_1,partial_P5
1987_Z2SFTS_1,partial_P5
1989_Z2SFTS_1,partial_P5
1991_Z2SFTS_1,partial_P5
1992_Z2SFTS_1,partial_P5
1995_Z2SFTS_1,partial_P5
1996_Z2SFTS_1,partial_P7
1997_Z2SFTS_1,partial_P5
1998_Z2SFTS_1,partial_P5
2000_Z2SFTS_1,partial_P5
2001_Z2SFTS_1,partial_P5
2002_Z2SFTS_1,partial_P7
2003_Z2SFTS_1,partial_P5
2004_Z2SFTS_1,partial_P5
2005_Z2SFTS_1,partial_P5
2006_Z2SFTS_1,partial_P5
2007_Z2SFTS_1,partial_P7
2008_Z2SFTS_1,partial_P5
2009_Z2SFTS_1,partial_P5
2010_Z2SFTS_1,partial_P5
2011_Z2SFTS_1,partial_P5
2013_Z2SFTS_1,partial_P5
2014_Z2SFTS_1,partial_P5
2015_Z2SFTS_1,partial_P7
2016_Z2SFTS_1,partial_P5
2017_Z2SFTS_1,partial_P7
2018_Z2SFTS_1,partial_P5
2019_Z2SFTS_1,both_partial
2021_Z2SFTS_1,partial_P7
2022_Z2SFTS_1,partial_P5
2023_Z2SFTS_1,partial_P5
2024_Z2SFTS_1,partial_P5
2025_Z2SFTS_1,partial_P7
2027_Z2SFTS_1,partial_P5
2029_Z2SFTS_1,partial_P5
2030_Z2SFTS_1,partial_P5
2031_Z2SFTS_1,partial_P7
2032_Z2SFTS_1,partial_P5
2033_Z2SFTS_1,partial_P5
2034_Z2SFTS_1,partial_P5
2035_Z2SFTS_1,partial_P5
2036_Z2SFTS_1,partial_P5
2037_Z2SFTS_1,partial_P7
2038_Z2SFTS_1,partial_P5
2039_Z2SFTS_1,partial_P5
2040_Z2SFTS_1,partial_P5
2041_Z2SFTS_1,partial_P5
2042_Z2SFTS_1,partial_P7
2043_Z2SFTS_1,partial_P5
2046_Z2SFTS_1,partial_P5
2047_Z2SFTS_1,partial_P5
2048_Z2SFTS_1,partial_P5
2049_Z2SFTS_1,partial_P5
2050_Z2SFTS_1,partial_P5
2051_Z2SFTS_1,partial_P5
2052_Z2SFTS_1,partial_P5
2053_Z2SFTS_1,partial_P5
2055_Z2SFTS_1,partial_P7
2056_Z2SFTS_1,partial_P5
2057_Z2SFTS_1,partial_P5
2058_Z2SFTS_1,partial_P7
2059_Z2SFTS_1,partial_P7
2060_Z2SFTS_1,partial_P5
2061_Z2SFTS_1,partial_P7
2062_Z2SFTS_1,partial_P5
2063_Z2SFTS_1,partial_P5
2064_Z2SFTS_1,partial_P5
2066_Z2SFTS_1,partial_P7
2067_Z2SFTS_1,partial_P5
2068_Z2SFTS_1,partial_P5
2069_Z2SFTS_1,partial_P5
2070_Z2SFTS_1,partial_P7
2071_Z2SFTS_1,partial_P5
2072_Z2SFTS_1,partial_P5
2073_Z2SFTS_1,partial_P5
2076_Z2SFTS_1,partial_P5
2077_Z2SFTS_1,partial_P5
2078_Z2SFTS_1,partial_P5
2079_Z2SFTS_1,partial_P5
2080_Z2SFTS_1,partial_P7
2081_Z2SFTS_1,partial_P7
2085_Z2SFTS_1,partial_P5
2086_Z2SFTS_1,partial_P5
2087_Z2SFTS_1,partial_P5
2089_Z2SFTS_1,partial_P5
2090_Z2SFTS_1,partial_P5
2091_Z2SFTS_1,partial_P5
2092_Z2SFTS_1,partial_P5
2093_Z2SFTS_1,partial_P5
2094_Z2SFTS_1,partial_P5
2095_Z2SFTS_1,partial_P7
2096_Z2SFTS_1,partial_P5
2098_Z2SFTS_1,partial_P5
2099_Z2SFTS_1,partial_P5
2100_Z2SFTS_1,partial_P7
2101_Z2SFTS_1,partial_P5
2102_Z2SFTS_1,partial_P5
2103_Z2SFTS_1,partial_P7
2104_Z2SFTS_1,partial_P5
2105_Z2SFTS_1,partial_P5
2107_Z2SFTS_1,partial_P5
2108_Z2SFTS_1,partial_P5
2109_Z2SFTS_1,partial_P7
2110_Z2SFTS_1,partial_P5
2111_Z2SFTS_1,partial_P7
2112_Z2SFTS_1,partial_P5
2113_Z2SFTS_1,partial_P5
2115_Z2SFTS_1,partial_P5
2116_Z2SFTS_1,partial_P5
2117_Z2SFTS_1,partial_P5
2119_Z2SFTS_1,partial_P5
2120_Z2SFTS_1,partial_P5
2121_Z2SFTS_1,partial_P7
2122_Z2SFTS_1,partial_P5
2123_Z2SFTS_1,partial_P5
2124_Z2SFTS_1,both_partial
2125_Z2SFTS_1,partial_P5
2127_Z2SFTS_1,partial_P7
2128_Z2SFTS_1,partial_P5
2129_Z2SFTS_1,partial_P5
2130_Z2SFTS_1,partial_P5
2132_Z2SFTS_1,partial_P5
2133_Z2SFTS_1,partial_P5
2134_Z2SFTS_1,partial_P5
2135_Z2SFTS_1,partial_P7
2136_Z2SFTS_1,partial_P5
2137_Z2SFTS_1,partial_P5
2138_Z2SFTS_1,partial_P5
2139_Z2SFTS_1,partial_P7
2140_Z2SFTS_1,partial_P5
2143_Z2SFTS_1,partial_P5
2144_Z2SFTS_1,partial_P5
2145_Z2SFTS_1,partial_P5
2146_Z2SFTS_1,partial_P5
2147_Z2SFTS_1,partial_P5
2148_Z2SFTS_1,partial_P5
2150_Z2SFTS_1,partial_P7
2151_Z2SFTS_1,partial_P5
2152_Z2SFTS_1,partial_P5
2153_Z2SFTS_1,partial_P7
2154_Z2SFTS_1,partial_P5
2155_Z2SFTS_1,partial_P5
2156_Z2SFTS_1,partial_P5
2157_Z2SFTS_1,partial_P5
2158_Z2SFTS_1,partial_P7
2159_Z2SFTS_1,partial_P5
2160_Z2SFTS_1,partial_P5
2161_Z2SFTS_1,partial_P7
2162_Z2SFTS_1,partial_P5
2164_Z2SFTS_1,partial_P5
2165_Z2SFTS_1,partial_P5
2166_Z2SFTS_1,partial_P5
2168_Z2SFTS_1,partial_P5
2169_Z2SFTS_1,partial_P5
2171_Z2SFTS_1,partial_P5
2172_Z2SFTS_1,partial_P5
2173_Z2SFTS_1,partial_P5
2174_Z2SFTS_1,partial_P5
2175_Z2SFTS_1,partial_P5
2177_Z2SFTS_1,partial_P5
2178_Z2SFTS_1,partial_P5
2179_Z2SFTS_1,partial_P7
2180_Z2SFTS_1,partial_P7
2181_Z2SFTS_1,partial_P5
2182_Z2SFTS_1,partial_P5
2183_Z2SFTS_1,partial_P5
2185_Z2SFTS_1,partial_P5
2186_Z2SFTS_1,partial_P5
2187_Z2SFTS_1,partial_P5
2188_Z2SFTS_1,partial_P5
2190_Z2SFTS_1,partial_P5
2191_Z2SFTS_1,partial_P5
2192_Z2SFTS_1,partial_P7
2193_Z2SFTS_1,partial_P5
2194_Z2SFTS_1,partial_P5
2195_Z2SFTS_1,partial_P5
2196_Z2SFTS_1,partial_P5
2197_Z2SFTS_1,partial_P5
2198_Z2SFTS_1,partial_P5
2199_Z2SFTS_1,partial_P5
2200_Z2SFTS_1,partial_P5
2201_Z2SFTS_1,partial_P5
2203_Z2SFTS_1,partial_P5
2204_Z2SFTS_1,partial_P5
2205_Z2SFTS_1,partial_P5
2206_Z2SFTS_1,partial_P5
2207_Z2SFTS_1,partial_P5
2208_Z2SFTS_1,partial_P5
2209_Z2SFTS_1,partial_P5
2210_Z2SFTS_1,partial_P7
2211_Z2SFTS_1,partial_P7
2212_Z2SFTS_1,both_partial
2213_Z2SFTS_1,partial_P7
2215_Z2SFTS_1,partial_P7
2216_Z2SFTS_1,partial_P5
2218_Z2SFTS_1,partial_P7
2219_Z2SFTS_1,partial_P5
2221_Z2SFTS_1,partial_P5
2222_Z2SFTS_1,partial_P5
2223_Z2SFTS_1,partial_P5
2224_Z2SFTS_1,partial_P5
2225_Z2SFTS_1,partial_P5
2226_Z2SFTS_1,partial_P5
2228_Z2SFTS_1,partial_P5
2229_Z2SFTS_1,partial_P5
2230_Z2SFTS_1,partial_P5
2232_Z2SFTS_1,partial_P5
2233_Z2SFTS_1,partial_P5
2234_Z2SFTS_1,partial_P5
2235_Z2SFTS_1,partial_P5
2236_Z2SFTS_1,partial_P5
2237_Z2SFTS_1,partial_P5
2238_Z2SFTS_1,partial_P5
2239_Z2SFTS_1,partial_P5
2240_Z2SFTS_1,partial_P5
2241_Z2SFTS_1,partial_P5
2242_Z2SFTS_1,partial_P5
2243_Z2SFTS_1,partial_P5
2245_Z2SFTS_1,partial_P5
2247_Z2SFTS_1,partial_P5
2248_Z2SFTS_1,partial_P5
2249_Z2SFTS_1,partial_P5
2250_Z2SFTS_1,partial_P5
2252_Z2SFTS_1,partial_P5
2253_Z2SFTS_1,partial_P5
2254_Z2SFTS_1,partial_P7
2255_Z2SFTS_1,partial_P5
2256_Z2SFTS_1,partial_P5
2257_Z2SFTS_1,partial_P5
2258_Z2SFTS_1,partial_P5
2259_Z2SFTS_1,partial_P7
2260_Z2SFTS_1,partial_P5
2261_Z2SFTS_1,partial_P5
2262_Z2SFTS_1,partial_P7
2264_Z2SFTS_1,partial_P5
2265_Z2SFTS_1,partial_P5
2266_Z2SFTS_1,partial_P5
2267_Z2SFTS_1,partial_P5
2268_Z2SFTS_1,partial_P7
2269_Z2SFTS_1,partial_P7
2270_Z2SFTS_1,partial_P5
2271_Z2SFTS_1,partial_P5
2272_Z2SFTS_1,partial_P5
2273_Z2SFTS_1,partial_P5
2274_Z2SFTS_1,partial_P7
2275_Z2SFTS_1,partial_P5
2276_Z2SFTS_1,partial_P5
2277_Z2SFTS_1,partial_P7
2279_Z2SFTS_1,partial_P5
2280_Z2SFTS_1,partial_P5
2281_Z2SFTS_1,partial_P7
2282_Z2SFTS_1,partial_P5
2283_Z2SFTS_1,partial_P5
2284_Z2SFTS_1,partial_P5
2285_Z2SFTS_1,partial_P5
2286_Z2SFTS_1,partial_P5
2287_Z2SFTS_1,partial_P5
2288_Z2SFTS_1,partial_P5
2289_Z2SFTS_1,partial_P5
2291_Z2SFTS_1,partial_P7
2292_Z2SFTS_1,partial_P7
2293_Z2SFTS_1,partial_P7
2294_Z2SFTS_1,partial_P5
2295_Z2SFTS_1,partial_P5
2296_Z2SFTS_1,partial_P5
2297_Z2SFTS_1,partial_P5
2298_Z2SFTS_1,partial_P5
2299_Z2SFTS_1,partial_P5
2302_Z2SFTS_1,partial_P5
2304_Z2SFTS_1,partial_P5
2305_Z2SFTS_1,partial_P5
2306_Z2SFTS_1,partial_P5
2307_Z2SFTS_1,partial_P5
2308_Z2SFTS_1,partial_P5
2309_Z2SFTS_1,partial_P5
2310_Z2SFTS_1,partial_P5
2311_Z2SFTS_1,partial_P5
2313_Z2SFTS_1,partial_P5
2314_Z2SFTS_1,partial_P5
2316_Z2SFTS_1,partial_P5
2318_Z2SFTS_1,partial_P5
2319_Z2SFTS_1,partial_P5
2321_Z2SFTS_1,partial_P5
2322_Z2SFTS_1,partial_P5
2323_Z2SFTS_1,partial_P5
2324_Z2SFTS_1,partial_P5
2325_Z2SFTS_1,partial_P5
2326_Z2SFTS_1,partial_P5
2327_Z2SFTS_1,partial_P5
2328_Z2SFTS_1,partial_P7
2329_Z2SFTS_1,partial_P5
2330_Z2SFTS_1,partial_P5
2331_Z2SFTS_1,partial_P5
2332_Z2SFTS_1,partial_P7
2333_Z2SFTS_1,partial_P5
2335_Z2SFTS_1,partial_P5
2336_Z2SFTS_1,partial_P5
2338_Z2SFTS_1,partial_P5
2339_Z2SFTS_1,partial_P7
2340_Z2SFTS_1,partial_P5
2341_Z2SFTS_1,partial_P7
2342_Z2SFTS_1,partial_P5
2343_Z2SFTS_1,partial_P5
2344_Z2SFTS_1,partial_P5
2345_Z2SFTS_1,partial_P5
2346_Z2SFTS_1,partial_P5
2347_Z2SFTS_1,partial_P5
2348_Z2SFTS_1,partial_P5
2352_Z2SFTS_1,partial_P5
2354_Z2SFTS_1,partial_P5
2355_Z2SFTS_1,partial_P5
2357_Z2SFTS_1,partial_P7
2359_Z2SFTS_1,partial_P5
2360_Z2SFTS_1,partial_P5
2361_Z2SFTS_1,partial_P5
2364_Z2SFTS_1,partial_P7
2366_Z2SFTS_1,partial_P7
2370_Z2SFTS_1,partial_P5
2372_Z2SFTS_1,partial_P5
2373_Z2SFTS_1,partial_P7
2375_Z2SFTS_1,partial_P5
2376_Z2SFTS_1,partial_P5
2377_Z2SFTS_1,both_partial
2378_Z2SFTS_1,partial_P7
2379_Z2SFTS_1,partial_P5
2380_Z2SFTS_1,partial_P7
2381_Z2SFTS_1,partial_P5
2382_Z2SFTS_1,partial_P5
2383_Z2SFTS_1,partial_P5
2385_Z2SFTS_1,partial_P7
2386_Z2SFTS_1,partial_P5
2388_Z2SFTS_1,partial_P5
2389_Z2SFTS_1,partial_P5
2390_Z2SFTS_1,partial_P5
2391_Z2SFTS_1,partial_P5
2392_Z2SFTS_1,partial_P7
2393_Z2SFTS_1,partial_P5
2394_Z2SFTS_1,partial_P5
2395_Z2SFTS_1,partial_P7
2396_Z2SFTS_1,partial_P5
2397_Z2SFTS_1,partial_P7
2398_Z2SFTS_1,partial_P7
2400_Z2SFTS_1,partial_P7
2401_Z2SFTS_1,partial_P5
2402_Z2SFTS_1,partial_P5
2404_Z2SFTS_1,partial_P5
2406_Z2SFTS_1,partial_P5
2407_Z2SFTS_1,partial_P5
2408_Z2SFTS_1,partial_P7
2409_Z2SFTS_1,partial_P7
2410_Z2SFTS_1,partial_P5
2411_Z2SFTS_1,partial_P5
2412_Z2SFTS_1,partial_P5
2414_Z2SFTS_1,partial_P5
2415_Z2SFTS_1,partial_P5
2416_Z2SFTS_1,partial_P7
2417_Z2SFTS_1,partial_P5
2420_Z2SFTS_1,partial_P5
2421_Z2SFTS_1,partial_P5
2423_Z2SFTS_1,partial_P7
2424_Z2SFTS_1,partial_P7
2425_Z2SFTS_1,partial_P5
2426_Z2SFTS_1,partial_P5
2428_Z2SFTS_1,partial_P5
2429_Z2SFTS_1,partial_P5
2431_Z2SFTS_1,partial_P5
2432_Z2SFTS_1,partial_P5
2433_Z2SFTS_1,partial_P5
2435_Z2SFTS_1,partial_P5
2436_Z2SFTS_1,partial_P5
2437_Z2SFTS_1,partial_P7
2438_Z2SFTS_1,partial_P5
2439_Z2SFTS_1,partial_P5
2440_Z2SFTS_1,partial_P5
2442_Z2SFTS_1,partial_P5
2443_Z2SFTS_1,partial_P5
2445_Z2SFTS_1,partial_P5
2446_Z2SFTS_1,partial_P5
2447_Z2SFTS_1,partial_P5
2448_Z2SFTS_1,partial_P5
2449_Z2SFTS_1,partial_P5
2450_Z2SFTS_1,partial_P7
2451_Z2SFTS_1,partial_P5
2452_Z2SFTS_1,partial_P5
2453_Z2SFTS_1,partial_P7
2454_Z2SFTS_1,partial_P7
2455_Z2SFTS_1,partial_P5
2457_Z2SFTS_1,partial_P7
2458_Z2SFTS_1,partial_P7
2459_Z2SFTS_1,partial_P5
2461_Z2SFTS_1,partial_P5
2462_Z2SFTS_1,partial_P5
2463_Z2SFTS_1,partial_P5
2464_Z2SFTS_1,partial_P5
2465_Z2SFTS_1,partial_P5
2467_Z2SFTS_1,partial_P5
2468_Z2SFTS_1,partial_P5
2469_Z2SFTS_1,partial_P7
2470_Z2SFTS_1,partial_P5
2471_Z2SFTS_1,partial_P5
2473_Z2SFTS_1,partial_P5
2474_Z2SFTS_1,partial_P5
2475_Z2SFTS_1,partial_P5
2476_Z2SFTS_1,partial_P7
2477_Z2SFTS_1,partial_P5
2478_Z2SFTS_1,partial_P5
2479_Z2SFTS_1,partial_P5
2481_Z2SFTS_1,partial_P7
2482_Z2SFTS_1,partial_P7
2483_Z2SFTS_1,partial_P5
2484_Z2SFTS_1,partial_P5
2485_Z2SFTS_1,partial_P5
2486_Z2SFTS_1,partial_P5
2487_Z2SFTS_1,partial_P5
2488_Z2SFTS_1,partial_P5
2489_Z2SFTS_1,partial_P5
2490_Z2SFTS_1,partial_P7
2491_Z2SFTS_1,partial_P7
2492_Z2SFTS_1,partial_P5
2494_Z2SFTS_1,partial_P5
2495_Z2SFTS_1,partial_P7
2496_Z2SFTS_1,partial_P5
2497_Z2SFTS_1,partial_P7
2498_Z2SFTS_1,partial_P5
2499_Z2SFTS_1,partial_P5
2500_Z2SFTS_1,partial_P5
2502_Z2SFTS_1,partial_P7
2503_Z2SFTS_1,partial_P5
2504_Z2SFTS_1,partial_P5
2506_Z2SFTS_1,partial_P5
2507_Z2SFTS_1,partial_P5
2508_Z2SFTS_1,partial_P5
2509_Z2SFTS_1,partial_P5
2510_Z2SFTS_1,partial_P7
2511_Z2SFTS_1,partial_P7
2512_Z2SFTS_1,partial_P5
2513_Z2SFTS_1,partial_P5
2515_Z2SFTS_1,partial_P5
2516_Z2SFTS_1,partial_P5
2518_Z2SFTS_1,partial_P7
2519_Z2SFTS_1,partial_P5
2521_Z2SFTS_1,partial_P5
2522_Z2SFTS_1,partial_P5
2524_Z2SFTS_1,both_partial
2525_Z2SFTS_1,partial_P5
2526_Z2SFTS_1,partial_P5
2528_Z2SFTS_1,partial_P5
2529_Z2SFTS_1,partial_P5
2530_Z2SFTS_1,partial_P7
2531_Z2SFTS_1,partial_P7
2532_Z2SFTS_1,partial_P5
2534_Z2SFTS_1,partial_P5
2535_Z2SFTS_1,partial_P5
2536_Z2SFTS_1,partial_P5
2537_Z2SFTS_1,partial_P5
2538_Z2SFTS_1,partial_P7
2540_Z2SFTS_1,partial_P5
2541_Z2SFTS_1,partial_P5
2542_Z2SFTS_1,partial_P5
2543_Z2SFTS_1,partial_P5
2544_Z2SFTS_1,partial_P5
2545_Z2SFTS_1,partial_P5
2546_Z2SFTS_1,partial_P5
2547_Z2SFTS_1,partial_P5
2548_Z2SFTS_1,partial_P5
2549_Z2SFTS_1,partial_P5
2550_Z2SFTS_1,partial_P5
2551_Z2SFTS_1,partial_P5
2552_Z2SFTS_1,partial_P5
2553_Z2SFTS_1,partial_P5
2554_Z2SFTS_1,partial_P5
2556_Z2SFTS_1,partial_P5
2558_Z2SFTS_1,partial_P5
2559_Z2SFTS_1,partial_P5
2560_Z2SFTS_1,partial_P5
2561_Z2SFTS_1,partial_P5
2562_Z2SFTS_1,partial_P7
2563_Z2SFTS_1,partial_P5
2564_Z2SFTS_1,partial_P5
2566_Z2SFTS_1,partial_P5
2567_Z2SFTS_1,partial_P7
2568_Z2SFTS_1,partial_P5
2569_Z2SFTS_1,partial_P5
2570_Z2SFTS_1,partial_P7
2571_Z2SFTS_1,partial_P5
2572_Z2SFTS_1,partial_P5
2573_Z2SFTS_1,partial_P7
2574_Z2SFTS_1,partial_P5
2575_Z2SFTS_1,partial_P7
2577_Z2SFTS_1,partial_P7
2578_Z2SFTS_1,partial_P5
2580_Z2SFTS_1,partial_P7
2583_Z2SFTS_1,partial_P7
2584_Z2SFTS_1,partial_P5
2586_Z2SFTS_1,partial_P5
2587_Z2SFTS_1,partial_P5
2588_Z2SFTS_1,partial_P5
2589_Z2SFTS_1,partial_P5
2590_Z2SFTS_1,partial_P5
2591_Z2SFTS_1,partial_P5
2592_Z2SFTS_1,partial_P5
2593_Z2SFTS_1,partial_P5
2595_Z2SFTS_1,partial_P5
2596_Z2SFTS_1,partial_P5
2597_Z2SFTS_1,partial_P5
2598_Z2SFTS_1,partial_P5
2599_Z2SFTS_1,partial_P5
2600_Z2SFTS_1,partial_P5
2602_Z2SFTS_1,partial_P5
2603_Z2SFTS_1,partial_P7
2604_Z2SFTS_1,partial_P5
2605_Z2SFTS_1,partial_P7
2606_Z2SFTS_1,partial_P5
2608_Z2SFTS_1,partial_P5
2609_Z2SFTS_1,partial_P5
2610_Z2SFTS_1,partial_P5
2611_Z2SFTS_1,partial_P5
2614_Z2SFTS_1,partial_P5
2616_Z2SFTS_1,partial_P5
2619_Z2SFTS_1,partial_P7
2620_Z2SFTS_1,partial_P5
2621_Z2SFTS_1,partial_P5
2622_Z2SFTS_1,partial_P5
2623_Z2SFTS_1,partial_P5
2624_Z2SFTS_1,partial_P5
2626_Z2SFTS_1,partial_P5
2628_Z2SFTS_1,partial_P5
2629_Z2SFTS_1,partial_P5
2630_Z2SFTS_1,partial_P5
2631_Z2SFTS_1,partial_P5
2634_Z2SFTS_1,partial_P7
2636_Z2SFTS_1,partial_P5
2637_Z2SFTS_1,partial_P5
2638_Z2SFTS_1,partial_P5
2639_Z2SFTS_1,partial_P5
2640_Z2SFTS_1,partial_P5
2643_Z2SFTS_1,partial_P5
2644_Z2SFTS_1,partial_P7
2647_Z2SFTS_1,partial_P5
2648_Z2SFTS_1,partial_P5
2649_Z2SFTS_1,partial_P5
2651_Z2SFTS_1,partial_P7
2652_Z2SFTS_1,partial_P5
2656_Z2SFTS_1,partial_P5
2657_Z2SFTS_1,partial_P7
2658_Z2SFTS_1,partial_P7
2659_Z2SFTS_1,partial_P5
2660_Z2SFTS_1,partial_P5
2661_Z2SFTS_1,partial_P5
2662_Z2SFTS_1,partial_P7
2663_Z2SFTS_1,partial_P5
2664_Z2SFTS_1,partial_P5
2665_Z2SFTS_1,partial_P5
2666_Z2SFTS_1,partial_P5
2667_Z2SFTS_1,partial_P5
2668_Z2SFTS_1,partial_P5
2670_Z2SFTS_1,both_partial
2672_Z2SFTS_1,both_partial
2673_Z2SFTS_1,partial_P5
2676_Z2SFTS_1,partial_P7
2677_Z2SFTS_1,partial_P5
2678_Z2SFTS_1,partial_P7
2679_Z2SFTS_1,partial_P7
2680_Z2SFTS_1,partial_P5
2681_Z2SFTS_1,partial_P5
2682_Z2SFTS_1,partial_P5
2685_Z2SFTS_1,partial_P7
2686_Z2SFTS_1,both_partial
2687_Z2SFTS_1,partial_P5
2689_Z2SFTS_1,partial_P7
2691_Z2SFTS_1,partial_P5
2692_Z2SFTS_1,partial_P7
2693_Z2SFTS_1,partial_P7
2695_Z2SFTS_1,partial_P7
2696_Z2SFTS_1,partial_P5
2698_Z2SFTS_1,both_partial
2701_Z2SFTS_1,partial_P5
2703_Z2SFTS_1,partial_P5
2704_Z2SFTS_1,both_partial
2705_Z2SFTS_1,partial_P5
2706_Z2SFTS_1,both_partial
2708_Z2SFTS_1,partial_P5
2709_Z2SFTS_1,partial_P7
2710_Z2SFTS_1,partial_P5
2711_Z2SFTS_1,both_partial
2712_Z2SFTS_1,partial_P5
2715_Z2SFTS_1,partial_P7
2716_Z2SFTS_1,partial_P7
2721_Z2SFTS_1,partial_P5
2722_Z2SFTS_1,both_partial
2723_Z2SFTS_1,both_partial
2725_Z2SFTS_1,partial_P5
2726_Z2SFTS_1,partial_P5
2729_Z2SFTS_1,partial_P5
2731_Z2SFTS_1,partial_P5
2732_Z2SFTS_1,partial_P7
2734_Z2SFTS_1,partial_P7
2736_Z2SFTS_1,partial_P5
2737_Z2SFTS_1,partial_P5
2740_Z2SFTS_1,partial_P5
2741_Z2SFTS_1,partial_P5
2742_Z2SFTS_1,partial_P5
2743_Z2SFTS_1,partial_P5
2744_Z2SFTS_1,partial_P7
2745_Z2SFTS_1,partial_P7
2746_Z2SFTS_1,partial_P7
2747_Z2SFTS_1,partial_P7
2748_Z2SFTS_1,partial_P7
2749_Z2SFTS_1,partial_P5
2750_Z2SFTS_1,both_partial
2753_Z2SFTS_1,partial_P5
2754_Z2SFTS_1,both_partial
2755_Z2SFTS_1,partial_P7
2756_Z2SFTS_1,partial_P5
2757_Z2SFTS_1,both_partial
2758_Z2SFTS_1,partial_P7
2759_Z2SFTS_1,partial_P5
2761_Z2SFTS_1,partial_P7
2763_Z2SFTS_1,partial_P5
2764_Z2SFTS_1,partial_P5
2765_Z2SFTS_1,partial_P7
2766_Z2SFTS_1,partial_P7
2767_Z2SFTS_1,partial_P7
2768_Z2SFTS_1,partial_P7
2770_Z2SFTS_1,both_partial
2771_Z2SFTS_1,partial_P5
2773_Z2SFTS_1,partial_P5
2774_Z2SFTS_1,partial_P5
2776_Z2SFTS_1,partial_P7
2777_Z2SFTS_1,partial_P7
2780_Z2SFTS_1,partial_P7
2781_Z2SFTS_1,partial_P5
2782_Z2SFTS_1,partial_P7
2783_Z2SFTS_1,partial_P7
2786_Z2SFTS_1,partial_P7
2787_Z2SFTS_1,partial_P5
2789_Z2SFTS_1,partial_P5
2790_Z2SFTS_1,partial_P7
2791_Z2SFTS_1,partial_P5
2792_Z2SFTS_1,partial_P5
2795_Z2SFTS_1,partial_P5
2796_Z2SFTS_1,partial_P5
2798_Z2SFTS_1,partial_P5
2799_Z2SFTS_1,partial_P5
2800_Z2SFTS_1,partial_P7
2802_Z2SFTS_1,both_partial
2803_Z2SFTS_1,both_partial
2804_Z2SFTS_1,partial_P5
2805_Z2SFTS_1,partial_P7
2806_Z2SFTS_1,partial_P5
2808_Z2SFTS_1,partial_P7
2809_Z2SFTS_1,partial_P7
2810_Z2SFTS_1,both_partial
2812_Z2SFTS_1,partial_P5
2813_Z2SFTS_1,partial_P5
2815_Z2SFTS_1,partial_P5
2818_Z2SFTS_1,partial_P7
2820_Z2SFTS_1,partial_P5
2821_Z2SFTS_1,partial_P5
2822_Z2SFTS_1,partial_P5
2823_Z2SFTS_1,both_partial
2824_Z2SFTS_1,partial_P5
2825_Z2SFTS_1,partial_P5
2826_Z2SFTS_1,partial_P7
2827_Z2SFTS_1,partial_P7
2828_Z2SFTS_1,both_partial
2831_Z2SFTS_1,partial_P5
2832_Z2SFTS_1,both_partial
2834_Z2SFTS_1,partial_P5
2835_Z2SFTS_1,partial_P5
2836_Z2SFTS_1,partial_P7
2838_Z2SFTS_1,both_partial
2840_Z2SFTS_1,partial_P5
2842_Z2SFTS_1,partial_P5
2844_Z2SFTS_1,partial_P5
2846_Z2SFTS_1,partial_P5
2847_Z2SFTS_1,both_partial
2848_Z2SFTS_1,partial_P7
2849_Z2SFTS_1,partial_P5
2850_Z2SFTS_1,partial_P5
2854_Z2SFTS_1,partial_P7
2855_Z2SFTS_1,partial_P5
2856_Z2SFTS_1,partial_P7
2857_Z2SFTS_1,both_partial
2859_Z2SFTS_1,partial_P5
2860_Z2SFTS_1,partial_P7
2862_Z2SFTS_1,partial_P5
2863_Z2SFTS_1,partial_P7
2867_Z2SFTS_1,partial_P7
2868_Z2SFTS_1,partial_P5
2870_Z2SFTS_1,partial_P7
